numerical_row,start_date,end_date,delta_days_from_previous,missing_weeks_before,duplicate_start,ordered_after_previous,interval_days_inclusive
992,2019-01-08,2019-01-14,7.0,0,0,1,7
993,2019-01-15,2019-01-21,7.0,0,0,1,7
994,2019-01-22,2019-01-28,7.0,0,0,1,7
995,2019-01-29,2019-02-04,7.0,0,0,1,7
996,2019-02-05,2019-02-11,7.0,0,0,1,7
997,2019-02-12,2019-02-18,7.0,0,0,1,7
998,2019-02-19,2019-02-25,7.0,0,0,1,7
999,2019-02-26,2019-03-04,7.0,0,0,1,7
1000,2019-03-05,2019-03-11,7.0,0,0,1,7
1001,2019-03-12,2019-03-18,7.0,0,0,1,7
1002,2019-03-19,2019-03-25,7.0,0,0,1,7
1003,2019-03-26,2019-04-01,7.0,0,0,1,7
1004,2019-04-02,2019-04-08,7.0,0,0,1,7
1005,2019-04-09,2019-04-15,7.0,0,0,1,7
1006,2019-04-16,2019-04-22,7.0,0,0,1,7
1007,2019-04-23,2019-04-29,7.0,0,0,1,7
1008,2019-04-30,2019-05-06,7.0,0,0,1,7
1009,2019-05-07,2019-05-13,7.0,0,0,1,7
1010,2019-05-14,2019-05-20,7.0,0,0,1,7
1011,2019-05-21,2019-05-27,7.0,0,0,1,7
1012,2019-05-28,2019-06-03,7.0,0,0,1,7
1013,2019-06-04,2019-06-10,7.0,0,0,1,7
1014,2019-06-11,2019-06-17,7.0,0,0,1,7
1015,2019-06-18,2019-06-24,7.0,0,0,1,7
1016,2019-06-25,2019-07-01,7.0,0,0,1,7
1017,2019-07-02,2019-07-08,7.0,0,0,1,7
1018,2019-07-09,2019-07-15,7.0,0,0,1,7
1019,2019-07-16,2019-07-22,7.0,0,0,1,7
1020,2019-07-23,2019-07-29,7.0,0,0,1,7
1021,2019-07-30,2019-08-05,7.0,0,0,1,7
1022,2019-08-06,2019-08-12,7.0,0,0,1,7
1023,2019-08-13,2019-08-19,7.0,0,0,1,7
1024,2019-08-20,2019-08-26,7.0,0,0,1,7
1025,2019-08-27,2019-09-02,7.0,0,0,1,7
1026,2019-09-03,2019-09-09,7.0,0,0,1,7
1027,2019-09-10,2019-09-16,7.0,0,0,1,7
1028,2019-09-17,2019-09-23,7.0,0,0,1,7
1029,2019-09-24,2019-09-30,7.0,0,0,1,7
1030,2019-10-01,2019-10-07,7.0,0,0,1,7
1031,2019-10-08,2019-10-14,7.0,0,0,1,7
1032,2019-10-15,2019-10-21,7.0,0,0,1,7
1033,2019-10-22,2019-10-28,7.0,0,0,1,7
1034,2019-10-29,2019-11-04,7.0,0,0,1,7
1035,2019-11-05,2019-11-11,7.0,0,0,1,7
1036,2019-11-12,2019-11-18,7.0,0,0,1,7
1037,2019-11-19,2019-11-25,7.0,0,0,1,7
1038,2019-11-26,2019-12-02,7.0,0,0,1,7
1039,2019-12-03,2019-12-09,7.0,0,0,1,7
1040,2019-12-10,2019-12-16,7.0,0,0,1,7
1041,2019-12-17,2019-12-23,7.0,0,0,1,7
1042,2019-12-24,2019-12-30,7.0,0,0,1,7
1043,2019-12-31,2020-01-06,7.0,0,0,1,7
1044,2020-01-07,2020-01-13,7.0,0,0,1,7
1045,2020-01-14,2020-01-20,7.0,0,0,1,7
1046,2020-01-21,2020-01-27,7.0,0,0,1,7
1047,2020-01-28,2020-02-03,7.0,0,0,1,7
1048,2020-02-04,2020-02-10,7.0,0,0,1,7
1049,2020-02-11,2020-02-17,7.0,0,0,1,7
1050,2020-02-18,2020-02-24,7.0,0,0,1,7
1051,2020-02-25,2020-03-02,7.0,0,0,1,7
1052,2020-03-03,2020-03-09,7.0,0,0,1,7
1053,2020-03-10,2020-03-16,7.0,0,0,1,7
1054,2020-03-17,2020-03-23,7.0,0,0,1,7
1055,2020-03-24,2020-03-30,7.0,0,0,1,7
1056,2020-03-31,2020-04-06,7.0,0,0,1,7
1057,2020-04-07,2020-04-13,7.0,0,0,1,7
1058,2020-04-14,2020-04-20,7.0,0,0,1,7
1059,2020-04-21,2020-04-27,7.0,0,0,1,7
1060,2020-04-28,2020-05-04,7.0,0,0,1,7
1061,2020-05-05,2020-05-11,7.0,0,0,1,7
1062,2020-05-12,2020-05-18,7.0,0,0,1,7
1063,2020-05-19,2020-05-25,7.0,0,0,1,7
1064,2020-05-26,2020-06-01,7.0,0,0,1,7
1065,2020-06-02,2020-06-08,7.0,0,0,1,7
1066,2020-06-09,2020-06-15,7.0,0,0,1,7
1067,2020-06-16,2020-06-22,7.0,0,0,1,7
1068,2020-06-23,2020-06-29,7.0,0,0,1,7
1069,2020-06-30,2020-07-06,7.0,0,0,1,7
1070,2020-07-07,2020-07-13,7.0,0,0,1,7
1071,2020-07-14,2020-07-20,7.0,0,0,1,7
1072,2020-07-21,2020-07-27,7.0,0,0,1,7
1073,2020-07-28,2020-08-03,7.0,0,0,1,7
1074,2020-08-04,2020-08-10,7.0,0,0,1,7
1075,2020-08-11,2020-08-17,7.0,0,0,1,7
1076,2020-08-18,2020-08-24,7.0,0,0,1,7
1077,2020-08-25,2020-08-31,7.0,0,0,1,7
1078,2020-09-01,2020-09-07,7.0,0,0,1,7
1079,2020-09-08,2020-09-14,7.0,0,0,1,7
1080,2020-09-15,2020-09-21,7.0,0,0,1,7
1081,2020-09-22,2020-09-28,7.0,0,0,1,7
1082,2020-09-29,2020-10-05,7.0,0,0,1,7
1083,2020-10-06,2020-10-12,7.0,0,0,1,7
1084,2020-10-13,2020-10-19,7.0,0,0,1,7
1085,2020-10-20,2020-10-26,7.0,0,0,1,7
1086,2020-10-27,2020-11-02,7.0,0,0,1,7
1087,2020-11-03,2020-11-09,7.0,0,0,1,7
1088,2020-11-10,2020-11-16,7.0,0,0,1,7
1089,2020-11-17,2020-11-23,7.0,0,0,1,7
1090,2020-11-24,2020-11-30,7.0,0,0,1,7
1091,2020-12-01,2020-12-07,7.0,0,0,1,7
1092,2020-12-08,2020-12-14,7.0,0,0,1,7
1093,2020-12-15,2020-12-21,7.0,0,0,1,7
1094,2020-12-22,2020-12-28,7.0,0,0,1,7
1095,2020-12-29,2021-01-04,7.0,0,0,1,7
1096,2021-01-05,2021-01-11,7.0,0,0,1,7
1097,2021-01-12,2021-01-18,7.0,0,0,1,7
1098,2021-01-19,2021-01-25,7.0,0,0,1,7
1099,2021-01-26,2021-02-01,7.0,0,0,1,7
1100,2021-02-02,2021-02-08,7.0,0,0,1,7
1101,2021-02-09,2021-02-15,7.0,0,0,1,7
1102,2021-02-16,2021-02-22,7.0,0,0,1,7
1103,2021-02-23,2021-03-01,7.0,0,0,1,7
1104,2021-03-02,2021-03-08,7.0,0,0,1,7
1105,2021-03-09,2021-03-15,7.0,0,0,1,7
1106,2021-03-16,2021-03-22,7.0,0,0,1,7
1107,2021-03-23,2021-03-29,7.0,0,0,1,7
1108,2021-03-30,2021-04-05,7.0,0,0,1,7
1109,2021-04-06,2021-04-12,7.0,0,0,1,7
1110,2021-04-13,2021-04-19,7.0,0,0,1,7
1111,2021-04-20,2021-04-26,7.0,0,0,1,7
1112,2021-04-27,2021-05-03,7.0,0,0,1,7
1113,2021-05-04,2021-05-10,7.0,0,0,1,7
1114,2021-05-11,2021-05-17,7.0,0,0,1,7
1115,2021-05-18,2021-05-24,7.0,0,0,1,7
1116,2021-05-25,2021-05-31,7.0,0,0,1,7
1117,2021-06-01,2021-06-07,7.0,0,0,1,7
1118,2021-06-08,2021-06-14,7.0,0,0,1,7
1119,2021-06-15,2021-06-21,7.0,0,0,1,7
1120,2021-06-22,2021-06-28,7.0,0,0,1,7
1121,2021-06-29,2021-07-05,7.0,0,0,1,7
1122,2021-07-06,2021-07-12,7.0,0,0,1,7
1123,2021-07-13,2021-07-19,7.0,0,0,1,7
1124,2021-07-20,2021-07-26,7.0,0,0,1,7
1125,2021-07-27,2021-08-02,7.0,0,0,1,7
1126,2021-08-03,2021-08-09,7.0,0,0,1,7
1127,2021-08-10,2021-08-16,7.0,0,0,1,7
1128,2021-08-17,2021-08-23,7.0,0,0,1,7
1129,2021-08-24,2021-08-30,7.0,0,0,1,7
1130,2021-08-31,2021-09-06,7.0,0,0,1,7
1131,2021-09-07,2021-09-13,7.0,0,0,1,7
1132,2021-09-14,2021-09-20,7.0,0,0,1,7
1133,2021-09-21,2021-09-27,7.0,0,0,1,7
1134,2021-09-28,2021-10-04,7.0,0,0,1,7
1135,2021-10-05,2021-10-11,7.0,0,0,1,7
1136,2021-10-12,2021-10-18,7.0,0,0,1,7
1137,2021-10-19,2021-10-25,7.0,0,0,1,7
1138,2021-10-26,2021-11-01,7.0,0,0,1,7
1139,2021-11-02,2021-11-08,7.0,0,0,1,7
1140,2021-11-09,2021-11-15,7.0,0,0,1,7
1141,2021-11-16,2021-11-22,7.0,0,0,1,7
1142,2021-11-23,2021-11-29,7.0,0,0,1,7
1143,2021-11-30,2021-12-06,7.0,0,0,1,7
1144,2021-12-07,2021-12-13,7.0,0,0,1,7
1145,2021-12-14,2021-12-20,7.0,0,0,1,7
1146,2021-12-21,2021-12-27,7.0,0,0,1,7
1147,2021-12-28,2022-01-03,7.0,0,0,1,7
1148,2022-01-04,2022-01-10,7.0,0,0,1,7
1149,2022-01-11,2022-01-17,7.0,0,0,1,7
1150,2022-01-18,2022-01-24,7.0,0,0,1,7
1151,2022-01-25,2022-01-31,7.0,0,0,1,7
1152,2022-02-01,2022-02-07,7.0,0,0,1,7
1153,2022-02-08,2022-02-14,7.0,0,0,1,7
1154,2022-02-15,2022-02-21,7.0,0,0,1,7
1155,2022-02-22,2022-02-28,7.0,0,0,1,7
1156,2022-03-01,2022-03-07,7.0,0,0,1,7
1157,2022-03-08,2022-03-14,7.0,0,0,1,7
1158,2022-03-15,2022-03-21,7.0,0,0,1,7
1159,2022-03-22,2022-03-28,7.0,0,0,1,7
1160,2022-03-29,2022-04-04,7.0,0,0,1,7
1161,2022-04-05,2022-04-11,7.0,0,0,1,7
1162,2022-04-12,2022-04-18,7.0,0,0,1,7
1163,2022-04-19,2022-04-25,7.0,0,0,1,7
1164,2022-04-26,2022-05-02,7.0,0,0,1,7
1165,2022-05-03,2022-05-09,7.0,0,0,1,7
1166,2022-05-10,2022-05-16,7.0,0,0,1,7
1167,2022-05-17,2022-05-23,7.0,0,0,1,7
1168,2022-05-24,2022-05-30,7.0,0,0,1,7
1169,2022-05-31,2022-06-06,7.0,0,0,1,7
1170,2022-06-07,2022-06-13,7.0,0,0,1,7
1171,2022-06-14,2022-06-20,7.0,0,0,1,7
1172,2022-06-21,2022-06-27,7.0,0,0,1,7
1173,2022-06-28,2022-07-04,7.0,0,0,1,7
1174,2022-07-05,2022-07-11,7.0,0,0,1,7
1175,2022-07-12,2022-07-18,7.0,0,0,1,7
1176,2022-07-19,2022-07-25,7.0,0,0,1,7
1177,2022-07-26,2022-08-01,7.0,0,0,1,7
1178,2022-08-02,2022-08-08,7.0,0,0,1,7
1179,2022-08-09,2022-08-15,7.0,0,0,1,7
1180,2022-08-16,2022-08-22,7.0,0,0,1,7
1181,2022-08-23,2022-08-29,7.0,0,0,1,7
1182,2022-08-30,2022-09-05,7.0,0,0,1,7
1183,2022-09-06,2022-09-12,7.0,0,0,1,7
1184,2022-09-13,2022-09-19,7.0,0,0,1,7
1185,2022-09-20,2022-09-26,7.0,0,0,1,7
1186,2022-09-27,2022-10-03,7.0,0,0,1,7
1187,2022-10-04,2022-10-10,7.0,0,0,1,7
1188,2022-10-11,2022-10-17,7.0,0,0,1,7
1189,2022-10-18,2022-10-24,7.0,0,0,1,7
1190,2022-10-25,2022-10-31,7.0,0,0,1,7
1191,2022-11-01,2022-11-07,7.0,0,0,1,7
1192,2022-11-08,2022-11-14,7.0,0,0,1,7
1193,2022-11-15,2022-11-21,7.0,0,0,1,7
1194,2022-11-22,2022-11-28,7.0,0,0,1,7
1195,2022-11-29,2022-12-05,7.0,0,0,1,7
1196,2022-12-06,2022-12-12,7.0,0,0,1,7
1197,2022-12-13,2022-12-19,7.0,0,0,1,7
1198,2022-12-20,2022-12-26,7.0,0,0,1,7
1199,2022-12-27,2023-01-02,7.0,0,0,1,7
1200,2023-01-03,2023-01-09,7.0,0,0,1,7
1201,2023-01-10,2023-01-16,7.0,0,0,1,7
1202,2023-01-17,2023-01-23,7.0,0,0,1,7
1203,2023-01-24,2023-01-30,7.0,0,0,1,7
1204,2023-01-31,2023-02-06,7.0,0,0,1,7
1205,2023-02-07,2023-02-13,7.0,0,0,1,7
1206,2023-02-14,2023-02-20,7.0,0,0,1,7
1207,2023-02-21,2023-02-27,7.0,0,0,1,7
1208,2023-02-28,2023-03-06,7.0,0,0,1,7
1209,2023-03-07,2023-03-13,7.0,0,0,1,7
1210,2023-03-14,2023-03-20,7.0,0,0,1,7
1211,2023-03-21,2023-03-27,7.0,0,0,1,7
1212,2023-03-28,2023-04-03,7.0,0,0,1,7
1213,2023-04-04,2023-04-10,7.0,0,0,1,7
1214,2023-04-11,2023-04-17,7.0,0,0,1,7
1215,2023-04-18,2023-04-24,7.0,0,0,1,7
1216,2023-04-25,2023-05-01,7.0,0,0,1,7
1217,2023-05-02,2023-05-08,7.0,0,0,1,7
1218,2023-05-09,2023-05-15,7.0,0,0,1,7
1219,2023-05-16,2023-05-22,7.0,0,0,1,7
1220,2023-05-23,2023-05-29,7.0,0,0,1,7
1221,2023-05-30,2023-06-05,7.0,0,0,1,7
1222,2023-06-06,2023-06-12,7.0,0,0,1,7
1223,2023-06-13,2023-06-19,7.0,0,0,1,7
1224,2023-06-20,2023-06-26,7.0,0,0,1,7
1225,2023-06-27,2023-07-03,7.0,0,0,1,7
1226,2023-07-04,2023-07-10,7.0,0,0,1,7
1227,2023-07-11,2023-07-17,7.0,0,0,1,7
1228,2023-07-18,2023-07-24,7.0,0,0,1,7
1229,2023-07-25,2023-07-31,7.0,0,0,1,7
1230,2023-08-01,2023-08-07,7.0,0,0,1,7
1231,2023-08-08,2023-08-14,7.0,0,0,1,7
1232,2023-08-15,2023-08-21,7.0,0,0,1,7
1233,2023-08-22,2023-08-28,7.0,0,0,1,7
1234,2023-08-29,2023-09-04,7.0,0,0,1,7
1235,2023-09-05,2023-09-11,7.0,0,0,1,7
1236,2023-09-12,2023-09-18,7.0,0,0,1,7
1237,2023-09-19,2023-09-25,7.0,0,0,1,7
1238,2023-09-26,2023-10-02,7.0,0,0,1,7
1239,2023-10-03,2023-10-09,7.0,0,0,1,7
1240,2023-10-10,2023-10-16,7.0,0,0,1,7
1241,2023-10-17,2023-10-23,7.0,0,0,1,7
1242,2023-10-24,2023-10-30,7.0,0,0,1,7
1243,2023-10-31,2023-11-06,7.0,0,0,1,7
1244,2023-11-07,2023-11-13,7.0,0,0,1,7
1245,2023-11-14,2023-11-20,7.0,0,0,1,7
1246,2023-11-21,2023-11-27,7.0,0,0,1,7
1247,2023-11-28,2023-12-04,7.0,0,0,1,7
1248,2023-12-05,2023-12-11,7.0,0,0,1,7
1249,2023-12-12,2023-12-18,7.0,0,0,1,7
1250,2023-12-19,2023-12-25,7.0,0,0,1,7
1251,2023-12-26,2024-01-01,7.0,0,0,1,7
1252,2024-01-02,2024-01-08,7.0,0,0,1,7
1253,2024-01-09,2024-01-15,7.0,0,0,1,7
1254,2024-01-16,2024-01-22,7.0,0,0,1,7
1255,2024-01-23,2024-01-29,7.0,0,0,1,7
1256,2024-01-30,2024-02-05,7.0,0,0,1,7
1257,2024-02-06,2024-02-12,7.0,0,0,1,7
1258,2024-02-13,2024-02-19,7.0,0,0,1,7
1259,2024-02-20,2024-02-26,7.0,0,0,1,7
1260,2024-02-27,2024-03-04,7.0,0,0,1,7
1261,2024-03-05,2024-03-11,7.0,0,0,1,7
1262,2024-03-12,2024-03-18,7.0,0,0,1,7
1263,2024-03-19,2024-03-25,7.0,0,0,1,7
1264,2024-03-26,2024-04-01,7.0,0,0,1,7
1265,2024-04-02,2024-04-08,7.0,0,0,1,7
1266,2024-04-09,2024-04-15,7.0,0,0,1,7
1267,2024-04-16,2024-04-22,7.0,0,0,1,7
1268,2024-04-23,2024-04-29,7.0,0,0,1,7
1269,2024-04-30,2024-05-06,7.0,0,0,1,7
1270,2024-05-07,2024-05-13,7.0,0,0,1,7
1271,2024-05-14,2024-05-20,7.0,0,0,1,7
